ID,Province_State,Date,Confirmed,Deaths,Recovered,Active,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,Testing_Rate,Hospitalization_Rate
1022,Michigan,8/21/2020,104618,6634,67778,30206,1047.556804,2425702,,6.341165,24288.94296,
1023,Minnesota,8/21/2020,68133,1799,60920,5414,1208.110742,1041537,6064,2.640423877,18468.1731,8.900239238
1024,Mississippi,8/21/2020,76323,2214,56577,17532,2564.488539,529802,5127,2.90082937,17801.59528,6.717503243
1025,Missouri,8/21/2020,73623,1445,,72178,1199.574154,896106,,1.962701873,14600.67637,
1026,Montana,8/21/2020,6216,89,4798,1329,581.5987979,208627,363,1.431788932,19520.14357,5.83976834
1027,Nebraska,8/21/2020,31626,376,23292,7958,1634.918797,333767,1877,1.188895213,17254.21938,5.934990198
1028,Nevada,8/21/2020,64433,1185,1599,61649,2091.874567,566311,,1.839119706,18385.78955,
1029,New Hampshire,8/21/2020,7071,428,6367,276,520.0369784,189682,710,6.052892094,13950.17029,10.04101259
1030,New Jersey,8/21/2020,188817,15941,33533,139343,2125.793301,2615692,22393,8.442566083,29448.7283,11.85963128
1031,New Mexico,8/21/2020,24095,739,11145,12211,1149.116118,694824,3009,3.067026354,33136.89385,12.48806806
1032,New York,8/21/2020,428512,32864,74485,321163,2202.743241,7452267,89995,7.669330147,38307.98382,21.00174558
1033,North Carolina,8/21/2020,151910,2494,127749,21667,1448.405638,2030885,,1.641761569,19363.73698,
1034,North Dakota,8/21/2020,9474,132,7841,1501,1243.205933,187012,491,1.39328689,24540.2605,5.182605024
1035,Ohio,8/21/2020,113046,3955,92736,16355,967.1061074,1936895,12719,3.498575801,16570.09522,11.25117209
1036,Oklahoma,8/21/2020,51746,715,43417,7614,1307.717443,800902,4316,1.381749314,20240.27975,8.340741313
1037,Oregon,8/21/2020,24421,414,4566,19441,579.0071785,511321,1984,1.695262274,12123.11247,8.12415544
1038,Pennsylvania,8/21/2020,132417,7537,102106,22774,1034.347085,1527142,,5.691867358,11928.94323,
1039,Rhode Island,8/21/2020,21022,1030,2031,17961,1984.403806,454977,2438,4.89962896,42948.24899,11.59737418
1040,South Carolina,8/21/2020,110378,2459,46118,61801,2143.797461,903181,7439,2.227799018,17541.87551,6.739567667
1041,South Dakota,8/21/2020,10884,159,9349,1376,1230.304558,133775,948,1.460859978,15121.64574,8.710033076
1042,Tennessee,8/21/2020,140844,1549,102686,36609,2062.387047,1981238,6255,1.099798358,29011.38556,4.441083752
1043,Texas,8/21/2020,585632,11418,438825,135389,2019.707558,4580026,,1.949688542,15795.4366,
1044,Utah,8/21/2020,48445,383,39867,8195,1511.092784,619397,2870,0.790587264,19320.18448,5.924243988
1045,Vermont,8/21/2020,1541,58,1358,125,246.9594817,116998,,3.763789747,18750.01002,
1046,Virginia,8/21/2020,110857,2436,14249,94172,1298.77281,1441961,15482,2.197425512,16893.65345,13.96573965
1047,Washington,8/21/2020,69779,1850,,67929,916.3490544,1019496,6400,2.651227447,13388.18549,9.17181387
1048,West Virginia,8/21/2020,9077,171,7140,1766,506.4874701,384319,,1.88388234,21444.61364,
1049,Wisconsin,8/21/2020,69059,1068,60055,7936,1186.08472,1176789,5505,1.546503714,20211.28964,7.971444707
1050,Wyoming,8/21/2020,3524,37,2864,623,608.8890194,64837,203,1.049943246,11202.76315,5.760499432
1051,Alabama,8/22/2020,114532,2011,44684,67837,2335.86944,916282,13502,1.755841162,18687.48579,11.78884504
1052,Alaska,8/22/2020,4677,31,1686,2960,639.3318251,326287,,0.662818046,44602.45098,
1053,Arizona,8/22/2020,197895,4756,28932,164207,2718.817066,1144134,21271,2.403294676,15718.89661,10.74862932
1054,Arkansas,8/22/2020,56199,674,49764,5761,1862.248178,659138,3908,1.199309596,21841.64379,6.953860389
1055,California,8/22/2020,664435,12131,,652304,1681.593567,10436352,,1.825761737,26412.97099,
1056,Colorado,8/22/2020,54864,1918,5791,47155,952.7090667,918926,6808,3.495917177,15957.07808,12.40886556
1057,Connecticut,8/22/2020,51519,4460,8893,38166,1445.016909,1022370,11087,8.65700033,28675.67183,21.52021584
1058,Delaware,8/22/2020,16828,600,8923,7305,1728.139467,219876,,3.565486095,22580.00912,
1059,Florida,8/22/2020,597597,10274,,587323,2782.402075,4401847,36764,1.719218805,20494.92924,6.151971981
1060,Georgia,8/22/2020,252222,5092,,247130,2375.548191,2149170,23325,2.018856404,20241.91746,9.247805505
1061,Hawaii,8/22/2020,6356,47,2072,4237,448.910636,173550,337,0.739458779,12257.46395,5.302076778
1062,Idaho,8/22/2020,29659,306,12359,16994,1659.648642,235853,1233,1.0317273,13197.7852,4.157254122
1063,Illinois,8/22/2020,219701,8083,,211618,1733.776069,3651102,,3.679091128,28812.76495,
1064,Indiana,8/22/2020,85317,3218,64131,17968,1267.293889,969646,10219,3.771815699,14403.0668,11.97768323
1065,Iowa,8/22/2020,55996,1033,43383,11580,1774.79422,578355,,1.844774627,18330.97205,
1066,Kansas,8/22/2020,37388,426,1520,35442,1283.349478,366315,2159,1.139403017,12573.82486,5.774580079
1067,Kentucky,8/22/2020,43066,872,9448,32746,963.9470033,748467,4362,2.024799145,16752.94947,10.12863976
1068,Louisiana,8/22/2020,141720,4687,118120,18913,3048.532587,1738807,,3.307225515,37403.39968,
1069,Maine,8/22/2020,4318,130,3718,470,321.2290918,227751,407,3.01065308,16943.08636,9.425660028
1070,Maryland,8/22/2020,103523,3685,6047,93791,1712.346667,1220441,13864,3.559595452,20186.99303,13.39219304
1071,Massachusetts,8/22/2020,125360,8921,102205,14234,1818.787747,1553673,12256,7.116305041,22541.49182,9.776643267
1072,Michigan,8/22/2020,106044,6655,72580,26809,1061.83557,2459039,,6.275696881,24622.75168,
1073,Minnesota,8/22/2020,68867,1807,61698,5362,1221.125776,1051256,6113,2.623898239,18640.50704,8.876530123
1074,Mississippi,8/22/2020,77268,2237,56577,18454,2596.240981,533622,5149,2.89511829,17929.94907,6.663819434
1075,Missouri,8/22/2020,74952,1451,,73501,1221.228176,904694,,1.935905646,14740.6047,
1076,Montana,8/22/2020,6376,90,4815,1471,596.5691659,209716,378,1.411543287,19622.03563,5.928481807
1077,Nebraska,8/22/2020,31780,376,23608,7796,1642.879889,336582,1891,1.183134047,17399.74194,5.950283197
1078,Nevada,8/22/2020,65069,1197,1599,62273,2112.522872,570126,,1.839585671,18509.64691,
1079,New Hampshire,8/22/2020,7094,429,6405,260,521.7285144,194675,710,6.04736397,14317.38068,10.00845785
1080,New Jersey,8/22/2020,189346,15943,33555,139848,2131.749039,2648740,22445,8.420035279,29820.7987,11.85396047
1081,New Mexico,8/22/2020,24302,743,11312,12247,1158.988167,704955,3018,3.057361534,33620.05199,12.41873097
1082,New York,8/22/2020,429165,32871,74553,321741,2206.099953,7547116,89995,7.659291881,38795.55008,20.96979017
1083,North Carolina,8/22/2020,153640,2521,127749,23370,1464.900548,2052118,,1.640848737,19566.18578,
1084,North Dakota,8/22/2020,9736,135,7968,1633,1277.586338,189038,499,1.386606409,24806.11814,5.125308135
1085,Ohio,8/22/2020,114165,3975,93914,16276,976.6791284,1960628,12778,3.481802654,16773.13052,11.19257215
1086,Oklahoma,8/22/2020,52599,725,44035,7839,1329.274336,811934,4368,1.378353201,20519.07886,8.304340387
1087,Oregon,8/22/2020,24710,417,4589,19704,585.8591942,516464,1984,1.68757588,12245.04989,8.029138001
1088,Pennsylvania,8/22/2020,133160,7555,102743,22862,1040.15087,1540553,,5.673625713,12033.70039,
1089,Rhode Island,8/22/2020,21022,1030,2031,17961,1984.403806,454977,2438,4.89962896,42948.24899,11.59737418
1090,South Carolina,8/22/2020,111295,2493,46118,62684,2161.607734,912132,7439,2.239992812,17715.72474,6.684037917
1091,South Dakota,8/22/2020,11135,160,9435,1540,1258.677072,135630,951,1.436910642,15331.33106,8.540637629
1092,Tennessee,8/22/2020,142083,1563,103426,37094,2080.529798,2007760,6328,1.100061232,29399.74878,4.453734789
1093,Texas,8/22/2020,589349,11581,446030,131738,2032.52662,4640860,,1.965049572,16005.23881,
1094,Utah,8/22/2020,48814,385,40352,8077,1522.602604,622363,2899,0.788708157,19412.69973,5.938869996
1095,Vermont,8/22/2020,1553,58,1366,129,248.8825925,118604,,3.734707019,19007.38635,
1096,Virginia,8/22/2020,112068,2443,14353,95272,1312.960583,1458475,15507,2.179926473,17087.12733,13.8371346
1097,Washington,8/22/2020,70595,1857,,68738,927.0648977,1019886,6469,2.630497911,13393.30704,9.163538494
1098,West Virginia,8/22/2020,9185,177,7307,1701,512.5137614,391858,,1.927054981,21865.28226,
1099,Wisconsin,8/22/2020,70009,1081,60933,7995,1202.40092,1185514,5545,1.544087189,20361.14106,7.920410233
1100,Wyoming,8/22/2020,3543,37,2879,627,612.1719058,64856,203,1.044312729,11206.04604,5.729607677
1101,Alabama,8/23/2020,115060,2013,44684,68363,2346.637951,921669,13502,1.749521989,18797.35315,11.73474709
1102,Alaska,8/23/2020,4741,32,1745,2964,648.0804325,327440,,0.674963088,44760.06261,
1103,Arizona,8/23/2020,198103,4771,29147,164185,2721.674713,1150869,21241,2.408343135,15811.42666,10.72220007
1104,Arkansas,8/23/2020,56574,687,50251,5636,1874.674432,665700,3920,1.214338742,22059.08667,6.928977976
1105,California,8/23/2020,669280,12153,,657127,1693.855595,10541031,,1.815831939,26677.89914,
1106,Colorado,8/23/2020,55123,1918,5804,47401,957.2065814,930152,6831,3.479491319,16152.01669,12.39228634
1107,Connecticut,8/23/2020,51519,4460,8893,38166,1445.016909,1022370,11087,8.65700033,28675.67183,21.52021584
1108,Delaware,8/23/2020,16895,600,8936,7359,1735.019984,221845,,3.551346552,22782.21417,
1109,Florida,8/23/2020,600571,10325,,590246,2796.248972,4428633,36903,1.719197231,20619.64443,6.144652339
1110,Georgia,8/23/2020,253949,5132,,248817,2391.813908,2171884,23369,2.020878208,20455.84884,9.202241395
1111,Hawaii,8/23/2020,6600,47,2107,4446,466.1438322,176184,377,0.712121212,12443.49772,5.712121212
1112,Idaho,8/23/2020,29845,307,12606,16932,1670.056769,237280,1246,1.028648015,13277.6368,4.174903669
1113,Illinois,8/23/2020,221594,8089,,213505,1748.714727,3705453,,3.650369595,29241.67726,
1114,Indiana,8/23/2020,85932,3220,64131,18581,1276.429064,977802,10281,3.747148908,14524.21557,11.96411116
1115,Iowa,8/23/2020,56446,1037,43493,11916,1789.056978,581976,,1.837154094,18445.73971,
1116,Kansas,8/23/2020,37658,426,1520,35712,1292.617274,366315,2159,1.131233735,12573.82486,5.733177545
1117,Kentucky,8/23/2020,43066,872,9448,32746,963.9470033,749731,4362,2.024799145,16781.2416,10.12863976
1118,Louisiana,8/23/2020,142943,4746,118120,20077,3074.840486,1763838,,3.320204557,37941.8404,
1119,Maine,8/23/2020,4336,131,3734,471,322.5681663,231701,408,3.021217712,17236.93882,9.409594096
1120,Maryland,8/23/2020,104102,3691,6047,94364,1721.923754,1232896,13956,3.545561084,20393.0079,13.4060825
1121,Massachusetts,8/23/2020,125360,8921,102205,14234,1818.787747,1553673,12256,7.116305041,22541.49182,9.776643267
1122,Michigan,8/23/2020,106808,6659,72580,27569,1069.485625,2533472,,6.234551719,25368.06124,
1123,Minnesota,8/23/2020,69584,1813,62373,5398,1233.839371,1060320,6151,2.605484019,18801.22675,8.839675788
1124,Mississippi,8/23/2020,77894,2240,56577,19077,2617.274874,534248,5149,2.875702878,17950.98296,6.610265232
1125,Missouri,8/23/2020,75783,1453,,74330,1234.768049,914833,,1.917316549,14905.80419,
1126,Montana,8/23/2020,6429,90,4816,1523,601.5281003,210749,379,1.399906673,19718.68807,5.895162545
1127,Nebraska,8/23/2020,31889,378,23878,7633,1648.514688,338361,1907,1.185361723,17491.70806,5.980118536
1128,Nevada,8/23/2020,65601,1197,1599,62805,2129.794725,574229,,1.824667307,18642.85445,
1129,New Hampshire,8/23/2020,7107,429,6428,250,522.6845999,196064,711,6.036302237,14419.53474,10.00422119
1130,New Jersey,8/23/2020,189494,15946,33615,139933,2133.415295,2648998,22448,8.415042165,29823.70339,11.84628537
1131,New Mexico,8/23/2020,24396,745,11458,12193,1163.471127,705162,3030,3.053779308,33629.92404,12.42006886
1132,New York,8/23/2020,429737,32883,74640,322214,2209.040288,7621159,89995,7.651889411,39176.1642,20.9418784
1133,North Carolina,8/23/2020,155113,2531,127749,24833,1478.945058,2078472,,1.631713654,19817.46142,
1134,North Dakota,8/23/2020,9876,136,8064,1676,1295.957547,190885,501,1.377075739,25048.48687,5.07290401
1135,Ohio,8/23/2020,114802,3978,94825,15999,982.1286498,1983889,12800,3.465096427,16972.12788,11.14963154
1136,Oklahoma,8/23/2020,53165,726,44409,8030,1343.578207,812500,4422,1.365560049,20533.38273,8.317502116
1137,Oregon,8/23/2020,24937,417,4589,19931,591.2412272,519820,1984,1.672213979,12324.61863,7.956049244
1138,Pennsylvania,8/23/2020,133679,7557,103238,22884,1044.204928,1553020,,5.653094353,12131.08369,
1139,Rhode Island,8/23/2020,21022,1030,2031,17961,1984.403806,454977,2438,4.89962896,42948.24899,11.59737418
1140,South Carolina,8/23/2020,111988,2504,46118,63366,2175.067405,892336,7439,2.235953852,17331.24038,6.642676001
1141,South Dakota,8/23/2020,11276,161,9564,1551,1274.615417,136760,959,1.427811281,15459.06389,8.504788932
1142,Tennessee,8/23/2020,143937,1567,104054,38316,2107.67803,2045193,6378,1.088670738,29947.88242,4.431105275
1143,Texas,8/23/2020,594173,11699,451776,130698,2049.163466,4668028,,1.96895517,16098.93488,
1144,Utah,8/23/2020,49115,385,40831,7899,1531.991374,624836,2926,0.78387458,19489.83736,5.957446809
1145,Vermont,8/23/2020,1557,58,1371,128,249.5236294,120043,,3.725112396,19237.99939,
1146,Virginia,8/23/2020,112960,2467,14443,96050,1323.411031,1470887,15598,2.183958924,17232.54321,13.80842776
1147,Washington,8/23/2020,71012,1863,,69149,932.5410088,1020702,6500,2.623500253,13404.02288,9.153382527
1148,West Virginia,8/23/2020,9273,179,7358,1736,517.4240729,396193,,1.930335382,22107.1709,
1149,Wisconsin,8/23/2020,70462,1081,61720,7661,1210.181172,1190354,5558,1.534160257,20444.26781,7.887939599
1150,Wyoming,8/23/2020,3578,37,2896,645,618.2193279,64892,207,1.034097261,11212.26625,5.785354947
1151,Alabama,8/24/2020,116710,2024,44684,70002,2380.289546,923319,13793,1.734213007,18831.00474,11.81818182
1152,Alaska,8/24/2020,4810,32,1861,2917,657.5125249,330503,,0.665280665,45178.76549,
1153,Arizona,8/24/2020,198414,4771,29341,164302,2725.947444,1157222,21219,2.404568226,15898.70852,10.69430585
1154,Arkansas,8/24/2020,56894,696,50689,5509,1885.278169,673704,3962,1.223327592,22324.31265,6.963827469
1155,California,8/24/2020,675561,12235,,663326,1709.751942,10652487,,1.811087378,26959.97894,
1156,Colorado,8/24/2020,55321,1919,5823,47579,960.644836,938596,6841,3.468845466,16298.64609,12.36600929
1157,Connecticut,8/24/2020,52011,4460,8893,38658,1458.816639,1077716,11087,8.575109112,30228.02933,21.31664456
1158,Delaware,8/24/2020,16942,604,8972,7366,1739.846616,223501,,3.565104474,22952.27591,
1159,Florida,8/24/2020,602829,10397,,592432,2806.762184,4447156,37032,1.724701366,20705.88722,6.143035587
1160,Georgia,8/24/2020,256253,5156,,251097,2413.514089,2205181,23425,2.012074005,20769.45602,9.141356394
1161,Hawaii,8/24/2020,6769,49,2143,4577,478.0799394,178824,396,0.723888314,12629.95525,5.850199439
1162,Idaho,8/24/2020,30057,314,12867,16876,1681.919796,238585,1256,1.044681771,13350.66156,4.178727085
1163,Illinois,8/24/2020,223206,8097,,215109,1761.435866,3741608,,3.627590656,29526.99537,
1164,Indiana,8/24/2020,87592,3225,64131,20236,1301.086611,1002038,10343,3.681843091,14884.21574,11.808156
1165,Iowa,8/24/2020,56909,1047,43738,12124,1803.731771,584098,,1.839779297,18512.99654,
1166,Kansas,8/24/2020,38546,429,1535,36582,1323.098025,386957,2183,1.112955949,13282.36503,5.663363254
1167,Kentucky,8/24/2020,43898,884,9544,33470,982.5696733,767464,4399,2.013759169,17178.15964,10.02095767
1168,Louisiana,8/24/2020,143566,4764,118120,20682,3088.241811,1772481,,3.318334425,38127.75959,
1169,Maine,8/24/2020,4357,131,3762,464,324.1304199,234856,409,3.006655956,17471.64882,9.387193023
1170,Maryland,8/24/2020,104669,3694,6047,94928,1731.302351,1247593,14007,3.529220686,20636.1071,13.38218575
1171,Massachusetts,8/24/2020,126022,8949,102205,14868,1828.392385,1591579,12268,7.101141071,23091.45168,9.734808208
1172,Michigan,8/24/2020,107686,6663,72580,28443,1078.27718,2554894,,6.187433835,25582.56316,
1173,Minnesota,8/24/2020,70298,1817,63059,5422,1246.499772,1067810,6195,2.584710803,18934.03683,8.812483997
1174,Mississippi,8/24/2020,78405,2248,56577,19580,2634.444714,542662,5179,2.867164084,18233.6973,6.605446081
1175,Missouri,8/24/2020,76597,1453,,75144,1248.030934,919712,,1.896941133,14985.30003,
1176,Montana,8/24/2020,6489,91,4842,1556,607.1419883,233673,383,1.402373247,21863.56755,5.902296194
1177,Nebraska,8/24/2020,32047,383,24155,7509,1656.682561,339600,1910,1.195119668,17555.75866,5.959996255
1178,Nevada,8/24/2020,66010,1200,1611,63199,2143.073273,576677,,1.817906378,18722.33095,
1179,New Hampshire,8/24/2020,7140,429,6450,261,525.1115862,198229,712,6.008403361,14578.75975,9.971988796
1180,New Jersey,8/24/2020,189719,15946,33626,140147,2135.948454,2676812,22452,8.405062224,30136.84688,11.83434448
1181,New Mexico,8/24/2020,24542,749,11539,12254,1170.434022,719300,3031,3.05191101,34304.18026,12.3502567
1182,New York,8/24/2020,430145,32887,74684,322574,2211.137591,7683190,89995,7.64556138,39495.03127,20.92201467
1183,North Carolina,8/24/2020,156396,2535,136630,17231,1491.177988,2087695,,1.620885445,19905.39931,
1184,North Dakota,8/24/2020,10000,137,8206,1657,1312.229189,192018,505,1.37,25197.16244,5.05
1185,Ohio,8/24/2020,115651,3986,95554,16111,989.3918266,2004200,12859,3.446576337,17145.88805,11.11879707
1186,Oklahoma,8/24/2020,53522,730,44660,8132,1352.600259,812857,4431,1.363925115,20542.40478,8.278838608
1187,Oregon,8/24/2020,25155,420,4634,20101,596.4098757,523337,2028,1.669648181,12408.00458,8.062015504
1188,Pennsylvania,8/24/2020,134204,7557,104873,21774,1048.305853,1562838,,5.630979703,12207.7749,
1189,Rhode Island,8/24/2020,21302,1035,2052,18215,2010.834833,473670,2460,4.858698714,44712.80328,11.54821144
1190,South Carolina,8/24/2020,112551,2511,46118,63922,2186.002175,896477,7439,2.230988618,17411.66823,6.609448161
1191,South Dakota,8/24/2020,11425,161,9694,1570,1291.458065,137463,965,1.409190372,15538.52954,8.446389497
1192,Tennessee,8/24/2020,144604,1588,106041,36975,2117.44495,2059354,6421,1.098171558,30155.24279,4.440402755
1193,Texas,8/24/2020,598450,11749,457182,129519,2063.913837,4670875,,1.963238366,16108.75352,
1194,Utah,8/24/2020,49364,390,41164,7810,1539.758163,626354,2941,0.790049429,19537.1867,5.957783
1195,Vermont,8/24/2020,1566,58,1380,128,250.9659625,121390,,3.703703704,19453.86858,
1196,Virginia,8/24/2020,113623,2471,14482,96670,1331.178573,1483980,15609,2.174735749,17385.93752,13.73753553
1197,Washington,8/24/2020,71371,1867,,69504,937.2554545,1021119,6530,2.615908422,13409.49899,9.149374396
1198,West Virginia,8/24/2020,9315,179,7385,1751,519.7676307,398654,,1.921631777,22244.49222,
1199,Wisconsin,8/24/2020,70854,1081,62310,7463,1216.913751,1195241,5573,1.52567251,20528.20178,7.865469839
1200,Wyoming,8/24/2020,3603,37,2927,639,622.5389152,66022,211,1.026922009,11407.51159,5.856230919
1201,Alabama,8/25/2020,117242,2037,44684,70521,2391.139637,927277,13793,1.737431978,18911.72779,11.76455536
1202,Alaska,8/25/2020,4843,36,1967,2840,662.0235256,333831,,0.743340904,45633.69307,
1203,Arizona,8/25/2020,199273,4792,29526,164955,2737.748974,1162204,21365,2.404741234,15967.15465,10.72147255
1204,Arkansas,8/25/2020,57374,711,51351,5312,1901.183775,674184,4013,1.239237285,22340.21825,6.99445742
1205,California,8/25/2020,681032,12382,,668650,1723.59829,10762506,,1.818123084,27238.42189,
1206,Colorado,8/25/2020,55780,1926,5841,48013,968.615335,947645,6845,3.452850484,16455.78127,12.27142345
1207,Connecticut,8/25/2020,52040,4463,8893,38684,1459.630038,1082706,11087,8.576095311,30367.99001,21.30476556
1208,Delaware,8/25/2020,16962,603,9010,7349,1741.900502,225328,,3.555005306,23139.89837,
1209,Florida,8/25/2020,605502,10580,,594922,2819.207629,4466524,37477,1.747310496,20796.06432,6.189409779
1210,Georgia,8/25/2020,258354,5262,,253092,2433.302318,2230850,23717,2.036740287,21011.21901,9.18003979
1211,Hawaii,8/25/2020,6984,49,2236,4699,493.2649279,180850,419,0.701603666,12773.04728,5.999427262
1212,Idaho,8/25/2020,30465,326,13081,17058,1704.750527,240095,1269,1.07008042,13435.15765,4.165435746
1213,Illinois,8/25/2020,224887,8126,,216761,1774.701521,3782467,,3.61337027,29849.43522,
1214,Indiana,8/25/2020,88421,3241,66703,18477,1313.40053,1010981,10417,3.665418848,15017.05456,11.78113796
1215,Iowa,8/25/2020,57606,1059,44396,12151,1825.823199,587743,,1.838350172,18628.52488,
1216,Kansas,8/25/2020,38861,430,1535,36896,1333.910454,386957,2183,1.10650781,13282.36503,5.617457091
1217,Kentucky,8/25/2020,44568,895,9594,34079,997.5662946,775468,4446,2.008167295,17357.3133,9.975767367
1218,Louisiana,8/25/2020,144116,4797,118120,21199,3100.072836,1794062,,3.328568653,38591.98751,
1219,Maine,8/25/2020,4369,131,3784,454,325.0231362,237374,410,2.998397803,17658.97046,9.384298466
1220,Maryland,8/25/2020,105046,3707,6056,95283,1737.538209,1255565,14051,3.528930183,20767.96986,13.37604478
1221,Massachusetts,8/25/2020,126420,8961,102205,15254,1834.166775,1614402,12279,7.088277171,23422.57958,9.712861889
1222,Michigan,8/25/2020,108637,6684,72580,29373,1087.799695,2579175,,6.152599943,25825.69271,
1223,Minnesota,8/25/2020,70707,1825,63725,5157,1253.752018,1072526,6238,2.58107401,19017.65931,8.822323108
1224,Mississippi,8/25/2020,79206,2315,62707,14184,2661.358689,547261,5208,2.922758377,18388.22586,6.57525945
1225,Missouri,8/25/2020,77390,1470,,75920,1260.951656,924078,,1.899470216,15056.43732,
1226,Montana,8/25/2020,6624,97,4891,1636,619.7732364,236507,394,1.464371981,22128.73019,5.948067633
1227,Nebraska,8/25/2020,32348,383,24326,7639,1672.242877,340481,1930,1.183999011,17601.30231,5.966365772
1228,Nevada,8/25/2020,66413,1230,1672,63511,2156.157026,579282,,1.852047039,18806.90459,
1229,New Hampshire,8/25/2020,7156,429,6484,243,526.2883069,199871,713,5.994969257,14699.52071,9.963666853
1230,New Jersey,8/25/2020,190021,15953,33646,140422,2139.348517,2697895,22468,8.395387878,30374.20951,11.8239563
1231,New Mexico,8/25/2020,24606,752,11668,12186,1173.48625,723801,3041,3.056165163,34518.83773,12.35877428
1232,New York,8/25/2020,430774,32918,74731,323125,2214.370932,7750445,89995,7.641593968,39840.75204,20.89146513
1233,North Carolina,8/25/2020,157741,2570,136630,18541,1504.002066,2102359,,1.629253016,20045.21512,
1234,North Dakota,8/25/2020,10229,138,8410,1681,1342.279237,193599,519,1.349105484,25404.62587,5.073809757
1235,Ohio,8/25/2020,116495,3996,96728,15771,996.6122285,2027874,12956,3.430190137,17348.41861,11.12150736
1236,Oklahoma,8/25/2020,54172,744,45516,7912,1369.026965,830831,4527,1.373403234,20996.64112,8.356715646
1237,Oregon,8/25/2020,25391,428,4747,20216,602.0052934,528009,2038,1.685636643,12518.77488,8.026466071
1238,Pennsylvania,8/25/2020,134760,7582,105328,21850,1052.648928,1575205,,5.626298605,12304.37708,
1239,Rhode Island,8/25/2020,21372,1039,2059,18274,2017.44259,479383,2474,4.861501029,45252.09065,11.57589369
1240,South Carolina,8/25/2020,113488,2529,51431,59528,2204.200894,906107,7598,2.228429437,17598.70523,6.694980967
1241,South Dakota,8/25/2020,11505,161,9814,1530,1300.501097,137679,974,1.399391569,15562.94572,8.465884398
1242,Tennessee,8/25/2020,145417,1628,108035,35754,2129.349757,2074612,6515,1.119538981,30378.66659,4.480218957
1243,Texas,8/25/2020,604328,11935,466550,125843,2084.185681,4724559,,1.974920904,16293.89705,
1244,Utah,8/25/2020,49767,397,41529,7841,1552.328508,630599,2969,0.797717363,19669.59642,5.965800631
1245,Vermont,8/25/2020,1572,58,1386,128,251.927518,122078,,3.68956743,19564.12693,
1246,Virginia,8/25/2020,114626,2494,14581,97551,1342.929469,1499970,15755,2.17577164,17573.27235,13.74470016
1247,Washington,8/25/2020,71705,1876,,69829,941.6415963,1021478,6542,2.616275016,13414.21344,9.123492086
1248,West Virginia,8/25/2020,9399,187,7486,1726,524.4547462,403570,,1.989573359,22518.80008,
1249,Wisconsin,8/25/2020,71492,1094,62995,7403,1227.871368,1205277,5610,1.530241146,20700.56956,7.847031836
1250,Wyoming,8/25/2020,3632,37,2965,630,627.5496364,70528,213,1.018722467,12186.074,5.864537445
1251,Alabama,8/26/2020,119254,2045,48028,69181,2432.174189,943685,14005,1.714827176,19246.36741,11.74384088
1252,Alaska,8/26/2020,4895,37,2088,2770,669.1317691,334804,,0.75587334,45766.69925,
1253,Arizona,8/26/2020,199459,4896,29734,164829,2740.30437,1166910,21376,2.454639801,16031.8089,10.71698946
1254,Arkansas,8/26/2020,58023,732,51901,5390,1922.689479,683273,4061,1.261568688,22641.39752,6.998948693
1255,California,8/26/2020,687004,12532,,674472,1738.7126,10832757,,1.824152407,27416.21751,
1256,Colorado,8/26/2020,55973,1927,5867,48179,971.9667649,955641,6894,3.442731317,16594.63118,12.31665267
1257,Connecticut,8/26/2020,52220,4463,8893,38864,1464.67872,1098035,11087,8.546533895,30797.94137,21.23132899
1258,Delaware,8/26/2020,16986,604,9050,7332,1744.365164,227095,,3.55586954,23321.35918,
1259,Florida,8/26/2020,608722,10733,,597989,2834.199897,4492818,37847,1.76320225,20918.48876,6.217452302
1260,Georgia,8/26/2020,260590,5311,,255279,2454.362042,2248901,23939,2.038067462,21181.23202,9.186461491
1261,Hawaii,8/26/2020,7260,51,2236,4973,512.7582154,183157,419,0.702479339,12935.98574,5.771349862
1262,Idaho,8/26/2020,30771,337,13353,17081,1721.873575,244862,1285,1.095187027,13701.90788,4.176009879
1263,Illinois,8/26/2020,227043,8163,,218880,1791.71565,3832829,,3.595354184,30246.86823,
1264,Indiana,8/26/2020,89359,3259,67673,18427,1327.333529,1022537,10605,3.647086471,15188.70673,11.86785886
1265,Iowa,8/26/2020,58807,1071,44903,12833,1863.888915,593808,,1.821211761,18820.75517,
1266,Kansas,8/26/2020,39880,442,1624,37814,1368.887803,395097,2226,1.108324975,13561.77192,5.581745236
1267,Kentucky,8/26/2020,45230,902,9594,34734,1012.383852,783389,4446,1.994251603,17534.60918,9.82975901
1268,Louisiana,8/26/2020,144960,4851,127918,12191,3118.228082,1808167,,3.346440397,38895.39954,
1269,Maine,8/26/2020,4389,132,3818,439,326.5109968,241996,412,3.007518797,18002.81503,9.387104124
1270,Maryland,8/26/2020,105486,3717,6061,95708,1744.816133,1263171,14090,3.523690348,20893.7787,13.35722276
1271,Massachusetts,8/26/2020,126756,8987,103920,13849,1839.041637,1634167,12299,7.089999684,23709.34042,9.702893749
1272,Michigan,8/26/2020,109480,6690,72580,30210,1096.240789,2620352,,6.110705152,26238.00461,
1273,Minnesota,8/26/2020,71236,1840,64374,5022,1263.132063,1079047,6274,2.58296367,19133.28742,8.807344601
1274,Mississippi,8/26/2020,80110,2373,62707,15030,2691.733512,551790,5234,2.962177007,18540.40238,6.533516415
